Płeć,Wiek,Wykształcenie,Średnie Zarobki,Czas Początkowy Podróży,Czas Końcowy Podróży,Cel Podróży
Mężczyzna,39.0,Średnie,,,04:25,Rozrywka
Kobieta,55.0,Średnie,,06:52,09:27,Praca
Mężczyzna,18.0,Podstawowe,13737.26,19:51,20:34,Inne
Mężczyzna,18.0,Podstawowe,11911.19,05:44,10:48,Zakupy
Mężczyzna,45.0,Podstawowe,8328.71,19:03,21:57,Praca
Mężczyzna,20.0,Podstawowe,3782.9,17:41,01:58,Edukacja
Kobieta,61.0,Wyższe,8770.39,09:47,13:53,Inne
Mężczyzna,21.0,Średnie,9770.69,21:19,04:59,Praca
Mężczyzna,29.0,Średnie,4043.95,21:13,21:36,Rozrywka
Mężczyzna,67.0,Średnie,14357.03,15:58,21:39,Inne
Mężczyzna,29.0,Wyższe,7238.97,21:51,22:17,Zakupy
Kobieta,48.0,Podstawowe,6623.8,21:28,21:06,Edukacja
Mężczyzna,34.0,Wyższe,10389.42,10:36,21:34,Rozrywka
Mężczyzna,38.0,Podstawowe,3323.6,18:34,19:32,Edukacja
Mężczyzna,34.0,Średnie,4686.78,17:34,17:55,Rozrywka
Mężczyzna,53.0,Średnie,9221.29,07:57,17:18,Edukacja
Mężczyzna,59.0,Podstawowe,13521.57,,20:49,Inne
Mężczyzna,54.0,Średnie,13606.49,14:55,20:18,Inne
Kobieta,63.0,,6993.45,12:20,23:59,Zakupy
Kobieta,55.0,Średnie,7655.93,18:54,01:51,Zakupy
Mężczyzna,44.0,Średnie,5836.25,05:26,10:13,Rozrywka
Mężczyzna,69.0,Średnie,10406.41,19:42,06:48,Inne
Mężczyzna,62.0,Wyższe,6988.54,20:47,23:36,Edukacja
Kobieta,63.0,Podstawowe,6769.49,22:30,23:36,Zakupy
Kobieta,46.0,Wyższe,7606.23,06:18,12:07,Zakupy
Mężczyzna,34.0,Średnie,8546.85,12:33,13:31,Inne
Mężczyzna,35.0,Podstawowe,3587.06,13:39,17:11,Zakupy
Kobieta,55.0,Podstawowe,4860.88,15:07,22:42,Inne
,,,,,09:28,Zakupy
Mężczyzna,36.0,Średnie,5692.07,06:19,16:23,Praca
Kobieta,57.0,Wyższe,6213.81,11:25,13:03,Inne
Mężczyzna,40.0,Wyższe,14629.1,17:02,00:23,Inne
Kobieta,58.0,Średnie,6403.29,06:27,13:55,Edukacja
Mężczyzna,24.0,Wyższe,6819.04,10:37,16:39,Praca
Mężczyzna,55.0,Wyższe,4625.84,13:13,13:06,Edukacja
Mężczyzna,53.0,Podstawowe,14255.37,23:55,06:02,Rozrywka
Mężczyzna,41.0,Podstawowe,,22:56,02:53,Praca
Kobieta,66.0,Średnie,4832.44,08:10,14:31,Zakupy
Mężczyzna,25.0,Wyższe,9274.63,05:05,11:47,Inne
Kobieta,39.0,Wyższe,5959.6,05:17,06:41,Edukacja
Mężczyzna,49.0,Średnie,11901.1,05:49,13:20,Rozrywka
Kobieta,34.0,Wyższe,3699.17,08:43,15:32,Praca
Mężczyzna,48.0,Podstawowe,6260.5,15:17,18:34,Edukacja
Mężczyzna,37.0,Średnie,9694.52,17:14,23:20,Praca
Mężczyzna,31.0,Wyższe,13880.29,22:16,03:24,Inne
Kobieta,35.0,Podstawowe,13608.95,09:17,17:42,Praca
Kobieta,52.0,Wyższe,6029.91,20:40,05:54,Praca
Kobieta,37.0,Podstawowe,11960.27,11:08,21:15,Rozrywka
Mężczyzna,53.0,Średnie,6030.39,19:37,01:37,Rozrywka
Mężczyzna,42.0,Średnie,5612.83,16:26,03:02,Zakupy
Kobieta,63.0,Podstawowe,5286.13,18:28,21:08,Edukacja
Kobieta,60.0,Podstawowe,14931.69,09:45,12:01,Edukacja
Kobieta,59.0,Średnie,5539.08,18:21,19:43,Inne
Mężczyzna,31.0,Średnie,4501.76,14:58,21:30,Zakupy
Mężczyzna,43.0,Podstawowe,3339.45,07:44,14:20,Edukacja
Mężczyzna,36.0,Podstawowe,7711.34,14:16,01:11,Rozrywka
Mężczyzna,22.0,Podstawowe,3091.63,14:56,14:27,Edukacja
Kobieta,61.0,Wyższe,11540.21,11:08,18:43,Inne
Mężczyzna,44.0,Wyższe,4919.25,09:19,18:08,Rozrywka
Kobieta,41.0,Podstawowe,4969.23,10:05,19:57,Praca
Kobieta,53.0,Średnie,6215.24,18:46,23:30,Zakupy
Mężczyzna,62.0,Średnie,7312.4,20:47,07:08,Edukacja
Kobieta,58.0,Średnie,9365.94,15:15,15:25,Praca
Kobieta,54.0,Średnie,5689.5,13:08,21:38,Zakupy
Kobieta,43.0,Średnie,12203.89,19:05,02:44,Zakupy
Mężczyzna,35.0,Średnie,8427.63,05:04,08:38,Rozrywka
Kobieta,27.0,Podstawowe,5149.74,11:03,18:35,Praca
Kobieta,39.0,Średnie,14653.54,21:02,21:00,Praca
Kobieta,66.0,Średnie,9914.41,20:02,04:59,Rozrywka
Kobieta,45.0,Wyższe,3005.63,20:12,04:56,Edukacja
Mężczyzna,24.0,Średnie,8001.75,21:54,05:58,Edukacja
Kobieta,67.0,Podstawowe,5180.01,10:13,17:06,Inne
Kobieta,62.0,Podstawowe,13051.99,16:07,02:01,Rozrywka
Kobieta,35.0,Podstawowe,10261.99,09:12,17:45,Inne
Kobieta,41.0,Wyższe,7315.22,19:22,01:39,Praca
Mężczyzna,25.0,Wyższe,8629.44,08:53,08:31,Praca
Kobieta,60.0,Podstawowe,11810.5,05:39,07:25,Rozrywka
Kobieta,36.0,Podstawowe,10348.53,25:11,08:41,Rozrywka
Mężczyzna,49.0,Wyższe,3095.69,20:23,05:02,Edukacja
Mężczyzna,26.0,Podstawowe,11389.01,21:00,03:13,Edukacja
Kobieta,45.0,Średnie,4307.03,07:05,15:05,Edukacja
Kobieta,65.0,Podstawowe,7061.07,13:45,20:10,Edukacja
Mężczyzna,46.0,Wyższe,5885.47,14:55,21:35,Rozrywka
Kobieta,47.0,Wyższe,11211.98,23:59,04:40,Zakupy
Mężczyzna,21.0,Wyższe,11467.77,16:18,03:34,Edukacja
Kobieta,47.0,Średnie,10867.33,27:35,19:18,Edukacja
Mężczyzna,45.0,Podstawowe,11501.28,06:56,08:50,Inne
Kobieta,35.0,Podstawowe,10616.92,20:14,22:42,Zakupy
Kobieta,35.0,Podstawowe,10951.1,12:44,20:43,Inne
Mężczyzna,53.0,Wyższe,6679.37,11:19,19:39,Praca
Mężczyzna,42.0,Średnie,4226.27,13:24,21:17,Edukacja
Kobieta,47.0,Wyższe,14764.25,21:57,04:44,Rozrywka
Mężczyzna,57.0,Podstawowe,4461.22,22:41,09:34,Edukacja
Mężczyzna,58.0,Wyższe,14510.09,10:09,20:06,Zakupy
Mężczyzna,67.0,Podstawowe,14010.55,13:23,14:57,Rozrywka
Kobieta,24.0,Podstawowe,9609.59,14:56,18:36,Edukacja
Kobieta,35.0,Średnie,12363.93,21:55,02:14,Edukacja
Mężczyzna,52.0,Podstawowe,8154.72,10:54,10:41,Praca
Kobieta,40.0,Średnie,6955.25,05:18,14:01,Edukacja
Kobieta,69.0,Średnie,7558.26,23:07,09:12,Praca
Mężczyzna,61.0,Średnie,8074.05,08:09,08:00,Edukacja
Kobieta,42.0,Wyższe,13813.57,08:14,10:43,Praca
Kobieta,41.0,Średnie,13100.76,23:25,09:47,Praca
Kobieta,35.0,Podstawowe,11963.95,22:12,00:02,Praca
Kobieta,48.0,Podstawowe,11717.21,22:29,07:11,Rozrywka
Mężczyzna,28.0,Średnie,8931.33,07:32,15:03,Edukacja
Kobieta,37.0,Podstawowe,14844.05,08:41,08:22,Rozrywka
Mężczyzna,33.0,,5547.28,18:18,21:46,Rozrywka
Mężczyzna,,Średnie,11531.28,16:39,16:57,Rozrywka
Kobieta,49.0,Średnie,10333.52,11:10,13:50,Zakupy
Mężczyzna,48.0,Podstawowe,3741.42,07:12,13:20,Praca
Mężczyzna,44.0,Podstawowe,6062.08,17:37,02:17,Edukacja
Mężczyzna,62.0,Podstawowe,14208.99,21:36,00:30,Inne
Mężczyzna,69.0,Podstawowe,4407.12,08:25,16:55,Rozrywka
Kobieta,34.0,Średnie,7739.89,13:45,14:55,Praca
Kobieta,36.0,Średnie,8351.05,05:14,07:28,Rozrywka
Kobieta,65.0,Podstawowe,10827.18,12:06,23:04,Edukacja
Kobieta,45.0,Średnie,14152.17,10:58,14:03,Inne
Kobieta,45.0,Średnie,8507.24,10:12,10:10,Rozrywka
Mężczyzna,30.0,Średnie,8052.8,20:37,02:08,Zakupy
Kobieta,49.0,Wyższe,12779.01,19:13,21:26,Zakupy
Kobieta,44.0,Średnie,10790.29,17:26,18:43,Praca
Mężczyzna,64.0,Podstawowe,3280.41,06:58,06:06,Rozrywka
Kobieta,47.0,Wyższe,9102.88,11:19,13:23,Inne
Kobieta,51.0,Średnie,4046.82,10:17,15:34,Praca
Kobieta,28.0,Podstawowe,13862.67,09:53,20:01,Inne
Kobieta,62.0,Podstawowe,5249.56,24:21,18:12,Zakupy
Mężczyzna,46.0,Średnie,3510.13,20:44,21:04,Inne
Kobieta,67.0,Podstawowe,11730.46,06:24,06:14,Rozrywka
Kobieta,63.0,Średnie,11680.88,15:07,21:02,Edukacja
Kobieta,69.0,Podstawowe,3883.15,23:33,04:37,Edukacja
,18.0,Wyższe,10425.32,10:19,10:56,Praca
Kobieta,49.0,Podstawowe,9430.31,10:47,17:54,Zakupy
Mężczyzna,57.0,Podstawowe,11579.48,13:31,20:25,Inne
Mężczyzna,48.0,Podstawowe,5847.22,05:25,11:30,Rozrywka
Kobieta,63.0,Średnie,3170.18,19:09,01:48,Edukacja
Kobieta,61.0,Średnie,14305.49,20:08,03:35,Inne
Mężczyzna,65.0,Średnie,10176.3,05:37,05:06,Inne
Kobieta,47.0,Podstawowe,4507.25,13:40,20:26,Rozrywka
Mężczyzna,30.0,Średnie,13422.85,14:36,22:45,Rozrywka
Kobieta,44.0,Podstawowe,7305.38,05:02,11:36,Rozrywka
Kobieta,70.0,Podstawowe,5483.69,12:48,16:17,Inne
Mężczyzna,50.0,Średnie,7144.01,21:46,01:02,Zakupy
Mężczyzna,54.0,Wyższe,12428.87,14:51,15:29,Edukacja
Mężczyzna,39.0,Średnie,14972.29,05:39,08:13,Zakupy
,52.0,Podstawowe,13649.92,14:54,23:51,Inne
Kobieta,26.0,Średnie,8108.33,05:42,07:11,Zakupy
Kobieta,27.0,Podstawowe,9423.48,16:24,19:44,Zakupy
Mężczyzna,63.0,Średnie,11197.05,08:21,12:56,Inne
Mężczyzna,29.0,Średnie,8409.68,22:00,04:52,Praca
Kobieta,30.0,Średnie,6585.15,05:13,06:04,Zakupy
Kobieta,65.0,Wyższe,7824.07,10:30,19:50,Inne
Kobieta,51.0,Średnie,10885.24,21:52,03:35,Rozrywka
Mężczyzna,57.0,Średnie,12556.25,09:44,13:05,Zakupy
Mężczyzna,48.0,Średnie,12164.57,17:24,02:29,Praca
Kobieta,57.0,Podstawowe,12291.84,09:07,14:17,
Kobieta,63.0,Wyższe,3182.58,05:40,06:14,Zakupy
Kobieta,25.0,Średnie,14288.35,15:48,00:21,Zakupy
Kobieta,41.0,Podstawowe,5623.87,09:22,22:41,Praca
Mężczyzna,43.0,Wyższe,10189.89,05:15,10:32,Rozrywka
Mężczyzna,19.0,Podstawowe,4230.29,11:52,18:47,Inne
Kobieta,31.0,Wyższe,4396.18,11:10,18:10,Rozrywka
Kobieta,34.0,Średnie,11188.28,05:47,14:23,Edukacja
Kobieta,25.0,Podstawowe,7377.73,16:08,03:07,Praca
Mężczyzna,18.0,Średnie,4233.58,20:51,00:16,Inne
Mężczyzna,36.0,Wyższe,8086.23,17:49,03:36,Inne
Mężczyzna,52.0,Wyższe,4698.2,08:10,14:03,Rozrywka
Mężczyzna,66.0,Średnie,4985.48,21:23,01:29,Inne
Kobieta,52.0,Podstawowe,5484.18,16:55,20:35,Rozrywka
Kobieta,34.0,Średnie,4644.79,09:24,10:13,Inne
,,,6550.93,23:03,,
Mężczyzna,69.0,Średnie,10584.6,07:14,17:37,Inne
Kobieta,24.0,Wyższe,12733.87,19:47,22:03,Zakupy
Mężczyzna,66.0,Podstawowe,13565.0,06:53,16:50,Zakupy
Kobieta,63.0,Średnie,8271.29,06:43,17:12,Edukacja
Kobieta,44.0,Podstawowe,8711.54,20:44,02:51,Zakupy
Mężczyzna,50.0,Wyższe,9313.85,19:51,21:33,Edukacja
Kobieta,60.0,Średnie,3932.57,08:59,10:18,Rozrywka
Mężczyzna,58.0,Wyższe,7114.71,15:42,01:13,Zakupy
Kobieta,54.0,Wyższe,14180.34,18:03,23:29,Zakupy
Mężczyzna,25.0,Średnie,8908.28,19:03,05:29,Rozrywka
Kobieta,25.0,Średnie,6471.16,19:09,05:26,Rozrywka
Kobieta,63.0,Podstawowe,5741.61,05:25,12:06,Inne
Kobieta,18.0,,10137.74,06:42,10:54,Praca
Mężczyzna,65.0,Podstawowe,10083.37,19:30,20:40,Zakupy
Kobieta,65.0,Podstawowe,3664.42,19:15,20:01,Zakupy
Mężczyzna,63.0,Wyższe,10848.2,18:00,20:47,Zakupy
Kobieta,63.0,Wyższe,8117.25,12:41,14:06,Rozrywka
Kobieta,68.0,Wyższe,14574.7,20:54,01:58,Praca
Kobieta,22.0,Podstawowe,3817.92,20:20,23:33,Edukacja
Kobieta,44.0,Wyższe,5073.53,14:55,14:30,Edukacja
Kobieta,26.0,Wyższe,10023.36,15:39,15:50,Edukacja
Kobieta,42.0,Średnie,14955.84,09:45,09:24,Praca
Mężczyzna,26.0,Wyższe,6101.22,18:03,22:55,Edukacja
Mężczyzna,70.0,Średnie,12132.46,06:43,10:50,Rozrywka
Mężczyzna,42.0,Średnie,6690.47,14:28,18:14,Praca
Mężczyzna,23.0,Podstawowe,3161.33,08:46,13:39,Praca
Mężczyzna,70.0,Podstawowe,5288.69,10:55,15:50,Rozrywka
Mężczyzna,42.0,Średnie,5435.24,16:14,17:13,Zakupy
Mężczyzna,48.0,Średnie,12917.13,23:57,10:39,Edukacja
